Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-05-17 00:27:00+00:00,103389.7890625,103389.7890625,103389.7890625,103389.7890625,135827456
2025-05-17 00:28:00+00:00,103340.28125,103340.28125,103340.28125,103340.28125,0
2025-05-17 00:29:00+00:00,103380.359375,103380.359375,103380.359375,103380.359375,0
2025-05-17 00:30:00+00:00,103324.1640625,103324.1640625,103324.1640625,103324.1640625,106590208
2025-05-17 00:31:00+00:00,103345.4375,103345.4375,103345.4375,103345.4375,0
2025-05-17 00:32:00+00:00,103343.5390625,103343.5390625,103343.5390625,103343.5390625,0
2025-05-17 00:33:00+00:00,103341.6953125,103341.6953125,103341.6953125,103341.6953125,72478720
2025-05-17 00:34:00+00:00,103323.140625,103323.140625,103323.140625,103323.140625,9211904
2025-05-17 00:35:00+00:00,103317.65625,103317.65625,103317.65625,103317.65625,4808704
2025-05-17 00:36:00+00:00,103285.328125,103285.328125,103285.328125,103285.328125,0
2025-05-17 00:37:00+00:00,103290.15625,103290.15625,103290.15625,103290.15625,0
2025-05-17 00:38:00+00:00,103207.6875,103207.6875,103207.6875,103207.6875,0
2025-05-17 00:39:00+00:00,103214.6171875,103214.6171875,103214.6171875,103214.6171875,0
2025-05-17 00:40:00+00:00,103255.4140625,103255.4140625,103255.4140625,103255.4140625,1063428096
2025-05-17 00:41:00+00:00,103233.9296875,103233.9296875,103233.9296875,103233.9296875,0
2025-05-17 00:42:00+00:00,103180.6484375,103180.6484375,103180.6484375,103180.6484375,806801408
2025-05-17 00:43:00+00:00,103164.453125,103164.453125,103164.453125,103164.453125,77307904
2025-05-17 00:44:00+00:00,103175.03125,103175.03125,103175.03125,103175.03125,0
2025-05-17 00:45:00+00:00,103199.1328125,103199.1328125,103199.1328125,103199.1328125,892641280
2025-05-17 00:46:00+00:00,103210.296875,103210.296875,103210.296875,103210.296875,0
2025-05-17 00:47:00+00:00,103189.8125,103189.8125,103189.8125,103189.8125,105566208
2025-05-17 00:48:00+00:00,103244.0078125,103244.0078125,103244.0078125,103244.0078125,19480576
2025-05-17 00:49:00+00:00,103258.5625,103258.5625,103258.5625,103258.5625,909709312
2025-05-17 00:50:00+00:00,103240.8203125,103240.8203125,103240.8203125,103240.8203125,0
2025-05-17 00:51:00+00:00,103260.1171875,103260.1171875,103260.1171875,103260.1171875,0
2025-05-17 00:52:00+00:00,103252.53125,103252.53125,103252.53125,103252.53125,0
2025-05-17 00:53:00+00:00,103310.109375,103310.109375,103310.109375,103310.109375,197050368
2025-05-17 00:54:00+00:00,103344.28125,103344.28125,103344.28125,103344.28125,0
2025-05-17 00:55:00+00:00,103361.484375,103361.484375,103361.484375,103361.484375,120299520
2025-05-17 00:56:00+00:00,103351.296875,103351.296875,103351.296875,103351.296875,0
2025-05-17 00:57:00+00:00,103344.171875,103344.171875,103344.171875,103344.171875,85843968
2025-05-17 00:58:00+00:00,103343.421875,103343.421875,103343.421875,103343.421875,128094208
2025-05-17 00:59:00+00:00,103385.109375,103385.109375,103385.109375,103385.109375,658190336
2025-05-17 01:00:00+00:00,103374.8984375,103374.8984375,103374.8984375,103374.8984375,0
2025-05-17 01:01:00+00:00,103204.3125,103204.3125,103204.3125,103204.3125,948060160
2025-05-17 01:02:00+00:00,103208.5390625,103208.5390625,103208.5390625,103208.5390625,0
2025-05-17 01:03:00+00:00,103194.3046875,103194.3046875,103194.3046875,103194.3046875,0
2025-05-17 01:04:00+00:00,103148.71875,103148.71875,103148.71875,103148.71875,155643904
2025-05-17 01:05:00+00:00,103079.7890625,103079.7890625,103079.7890625,103079.7890625,15020032
2025-05-17 01:06:00+00:00,103024.1171875,103024.1171875,103024.1171875,103024.1171875,0
2025-05-17 01:07:00+00:00,102980.6015625,102980.6015625,102980.6015625,102980.6015625,15996950528
2025-05-17 01:08:00+00:00,103010.5078125,103010.5078125,103010.5078125,103010.5078125,74014720
2025-05-17 01:09:00+00:00,103020.1171875,103020.1171875,103020.1171875,103020.1171875,30437376
2025-05-17 01:10:00+00:00,103029.390625,103029.390625,103029.390625,103029.390625,34246656
2025-05-17 01:11:00+00:00,103013.6953125,103013.6953125,103013.6953125,103013.6953125,62722048
2025-05-17 01:12:00+00:00,103043.71875,103043.71875,103043.71875,103043.71875,51941376
2025-05-17 01:13:00+00:00,102994.640625,102994.640625,102994.640625,102994.640625,0
2025-05-17 01:14:00+00:00,102932.78125,102932.78125,102932.78125,102932.78125,0
2025-05-17 01:15:00+00:00,102934.5703125,102934.5703125,102934.5703125,102934.5703125,0
2025-05-17 01:16:00+00:00,102997.5078125,102997.5078125,102997.5078125,102997.5078125,118312960
2025-05-17 01:17:00+00:00,102999.0390625,102999.0390625,102999.0390625,102999.0390625,0
2025-05-17 01:18:00+00:00,102959.6953125,102959.6953125,102959.6953125,102959.6953125,28483584
2025-05-17 01:19:00+00:00,102974.1484375,102974.1484375,102974.1484375,102974.1484375,864083968
2025-05-17 01:20:00+00:00,102902.5625,102902.5625,102902.5625,102902.5625,0
2025-05-17 01:21:00+00:00,102798.7734375,102798.7734375,102798.7734375,102798.7734375,0
2025-05-17 01:22:00+00:00,102781.59375,102781.59375,102781.59375,102781.59375,203513856
2025-05-17 01:23:00+00:00,102759.7890625,102759.7890625,102759.7890625,102759.7890625,0
2025-05-17 01:24:00+00:00,102771.9921875,102771.9921875,102771.9921875,102771.9921875,252874752
2025-05-17 01:25:00+00:00,102808.578125,102808.578125,102808.578125,102808.578125,207634432
2025-05-17 01:26:00+00:00,102753.28125,102753.28125,102753.28125,102753.28125,0
2025-05-17 01:27:00+00:00,102751.890625,102751.890625,102751.890625,102751.890625,0
2025-05-17 01:28:00+00:00,102831.90625,102831.90625,102831.90625,102831.90625,1034604544
2025-05-17 01:29:00+00:00,102887.1953125,102887.1953125,102887.1953125,102887.1953125,0
2025-05-17 01:30:00+00:00,102968.1953125,102968.1953125,102968.1953125,102968.1953125,140615680
2025-05-17 01:31:00+00:00,103004.1328125,103004.1328125,103004.1328125,103004.1328125,62791680
2025-05-17 01:32:00+00:00,102964.1171875,102964.1171875,102964.1171875,102964.1171875,14671872
2025-05-17 01:33:00+00:00,102910.09375,102910.09375,102910.09375,102910.09375,47067136
2025-05-17 01:34:00+00:00,102939.3359375,102939.3359375,102939.3359375,102939.3359375,0
2025-05-17 01:35:00+00:00,102910.796875,102910.796875,102910.796875,102910.796875,952389632
2025-05-17 01:36:00+00:00,102933.3125,102933.3125,102933.3125,102933.3125,0
2025-05-17 01:37:00+00:00,102938.3515625,102938.3515625,102938.3515625,102938.3515625,0
2025-05-17 01:38:00+00:00,102878.875,102878.875,102878.875,102878.875,790675456
2025-05-17 01:39:00+00:00,102874.0234375,102874.0234375,102874.0234375,102874.0234375,6123520
2025-05-17 01:40:00+00:00,102913.1484375,102913.1484375,102913.1484375,102913.1484375,0
2025-05-17 01:41:00+00:00,102911.6796875,102911.6796875,102911.6796875,102911.6796875,0
2025-05-17 01:42:00+00:00,102844.2421875,102844.2421875,102844.2421875,102844.2421875,817537024
2025-05-17 01:43:00+00:00,102849.6640625,102849.6640625,102849.6640625,102849.6640625,0
2025-05-17 01:44:00+00:00,102914.90625,102914.90625,102914.90625,102914.90625,44036096
2025-05-17 01:45:00+00:00,102962.1953125,102962.1953125,102962.1953125,102962.1953125,0
2025-05-17 01:46:00+00:00,102884.734375,102884.734375,102884.734375,102884.734375,72691712
2025-05-17 01:47:00+00:00,102790.65625,102790.65625,102790.65625,102790.65625,0
2025-05-17 01:48:00+00:00,102678.328125,102678.328125,102678.328125,102678.328125,0
2025-05-17 01:49:00+00:00,102738.078125,102738.078125,102738.078125,102738.078125,0
2025-05-17 01:50:00+00:00,102720.3671875,102720.3671875,102720.3671875,102720.3671875,1297031168
2025-05-17 01:52:00+00:00,102675.53125,102675.53125,102675.53125,102675.53125,118636544
2025-05-17 01:53:00+00:00,102729.53125,102729.53125,102729.53125,102729.53125,853504000
2025-05-17 01:54:00+00:00,102740.6953125,102740.6953125,102740.6953125,102740.6953125,0
2025-05-17 01:55:00+00:00,102803.71875,102803.71875,102803.71875,102803.71875,108707840
2025-05-17 01:56:00+00:00,102792.5546875,102792.5546875,102792.5546875,102792.5546875,0
2025-05-17 01:57:00+00:00,102798.1875,102798.1875,102798.1875,102798.1875,87330816
2025-05-17 01:58:00+00:00,102800.15625,102800.15625,102800.15625,102800.15625,77467648
2025-05-17 01:59:00+00:00,102819.8125,102819.8125,102819.8125,102819.8125,904290304
2025-05-17 02:00:00+00:00,102851.546875,102851.546875,102851.546875,102851.546875,0
2025-05-17 02:01:00+00:00,102874.0703125,102874.0703125,102874.0703125,102874.0703125,119857152
2025-05-17 02:02:00+00:00,102907.9765625,102907.9765625,102907.9765625,102907.9765625,0
2025-05-17 02:03:00+00:00,103017.5546875,103017.5546875,103017.5546875,103017.5546875,0
2025-05-17 02:04:00+00:00,102997.0,102997.0,102997.0,102997.0,932790272
2025-05-17 02:05:00+00:00,103036.9375,103036.9375,103036.9375,103036.9375,0
2025-05-17 02:06:00+00:00,103005.9140625,103005.9140625,103005.9140625,103005.9140625,0
2025-05-17 02:07:00+00:00,103006.953125,103006.953125,103006.953125,103006.953125,36433920
2025-05-17 02:08:00+00:00,102956.609375,102956.609375,102956.609375,102956.609375,0
2025-05-17 02:09:00+00:00,103007.765625,103007.765625,103007.765625,103007.765625,0
2025-05-17 02:10:00+00:00,102990.5234375,102990.5234375,102990.5234375,102990.5234375,176701440
2025-05-17 02:11:00+00:00,102992.046875,102992.046875,102992.046875,102992.046875,0
2025-05-17 02:12:00+00:00,102967.578125,102967.578125,102967.578125,102967.578125,21725184
2025-05-17 02:13:00+00:00,102927.4765625,102927.4765625,102927.4765625,102927.4765625,850026496
2025-05-17 02:14:00+00:00,102855.296875,102855.296875,102855.296875,102855.296875,0
2025-05-17 02:15:00+00:00,102804.5703125,102804.5703125,102804.5703125,102804.5703125,792621056
2025-05-17 02:16:00+00:00,102826.234375,102826.234375,102826.234375,102826.234375,0
2025-05-17 02:17:00+00:00,102814.2421875,102814.2421875,102814.2421875,102814.2421875,0
2025-05-17 02:18:00+00:00,102904.7890625,102904.7890625,102904.7890625,102904.7890625,146931712
2025-05-17 02:19:00+00:00,102936.3671875,102936.3671875,102936.3671875,102936.3671875,0
2025-05-17 02:20:00+00:00,102979.453125,102979.453125,102979.453125,102979.453125,0
2025-05-17 02:21:00+00:00,103006.78125,103006.78125,103006.78125,103006.78125,842723328
2025-05-17 02:22:00+00:00,103035.125,103035.125,103035.125,103035.125,211783680
2025-05-17 02:23:00+00:00,103066.546875,103066.546875,103066.546875,103066.546875,0
2025-05-17 02:24:00+00:00,103085.515625,103085.515625,103085.515625,103085.515625,84869120
2025-05-17 02:25:00+00:00,103072.5703125,103072.5703125,103072.5703125,103072.5703125,0
2025-05-17 02:26:00+00:00,103104.6328125,103104.6328125,103104.6328125,103104.6328125,884355072
2025-05-17 02:27:00+00:00,103183.8984375,103183.8984375,103183.8984375,103183.8984375,0
2025-05-17 02:28:00+00:00,103216.0078125,103216.0078125,103216.0078125,103216.0078125,188559360
2025-05-17 02:29:00+00:00,103183.21875,103183.21875,103183.21875,103183.21875,0
2025-05-17 02:30:00+00:00,103164.28125,103164.28125,103164.28125,103164.28125,0
2025-05-17 02:31:00+00:00,103209.078125,103209.078125,103209.078125,103209.078125,100110336
2025-05-17 02:32:00+00:00,103221.7265625,103221.7265625,103221.7265625,103221.7265625,0
2025-05-17 02:33:00+00:00,103214.421875,103214.421875,103214.421875,103214.421875,0
2025-05-17 02:34:00+00:00,103215.4609375,103215.4609375,103215.4609375,103215.4609375,1049755648
2025-05-17 02:35:00+00:00,103228.7109375,103228.7109375,103228.7109375,103228.7109375,33562624
2025-05-17 02:36:00+00:00,103228.4765625,103228.4765625,103228.4765625,103228.4765625,0
2025-05-17 02:38:00+00:00,103255.015625,103255.015625,103255.015625,103255.015625,0
2025-05-17 02:39:00+00:00,103280.8984375,103280.8984375,103280.8984375,103280.8984375,20512768
2025-05-17 02:40:00+00:00,103286.2890625,103286.2890625,103286.2890625,103286.2890625,0
2025-05-17 02:41:00+00:00,103287.7421875,103287.7421875,103287.7421875,103287.7421875,0
2025-05-17 02:42:00+00:00,103270.296875,103270.296875,103270.296875,103270.296875,942686208
2025-05-17 02:43:00+00:00,103267.2734375,103267.2734375,103267.2734375,103267.2734375,39854080
2025-05-17 02:44:00+00:00,103265.3984375,103265.3984375,103265.3984375,103265.3984375,0
2025-05-17 02:45:00+00:00,103264.8046875,103264.8046875,103264.8046875,103264.8046875,0
2025-05-17 02:46:00+00:00,103261.2890625,103261.2890625,103261.2890625,103261.2890625,873553920
2025-05-17 02:47:00+00:00,103258.84375,103258.84375,103258.84375,103258.84375,4579328
2025-05-17 02:48:00+00:00,103327.3125,103327.3125,103327.3125,103327.3125,33263616
2025-05-17 02:49:00+00:00,103277.8125,103277.8125,103277.8125,103277.8125,38641664
2025-05-17 02:50:00+00:00,103258.546875,103258.546875,103258.546875,103258.546875,0
2025-05-17 02:51:00+00:00,103222.0859375,103222.0859375,103222.0859375,103222.0859375,20135936
2025-05-17 02:52:00+00:00,103255.3046875,103255.3046875,103255.3046875,103255.3046875,0
2025-05-17 02:53:00+00:00,103250.3125,103250.3125,103250.3125,103250.3125,7942144
2025-05-17 02:54:00+00:00,103255.28125,103255.28125,103255.28125,103255.28125,0
2025-05-17 02:55:00+00:00,103247.1015625,103247.1015625,103247.1015625,103247.1015625,131108864
2025-05-17 02:56:00+00:00,103252.96875,103252.96875,103252.96875,103252.96875,0
2025-05-17 02:57:00+00:00,103261.6875,103261.6875,103261.6875,103261.6875,102322176
2025-05-17 02:58:00+00:00,103282.796875,103282.796875,103282.796875,103282.796875,27545600
2025-05-17 02:59:00+00:00,103274.3359375,103274.3359375,103274.3359375,103274.3359375,0
2025-05-17 03:00:00+00:00,103289.3515625,103289.3515625,103289.3515625,103289.3515625,44597248
2025-05-17 03:01:00+00:00,103298.578125,103298.578125,103298.578125,103298.578125,0
2025-05-17 03:02:00+00:00,103293.4453125,103293.4453125,103293.4453125,103293.4453125,0
2025-05-17 03:03:00+00:00,103298.65625,103298.65625,103298.65625,103298.65625,50884608
2025-05-17 03:04:00+00:00,103329.8828125,103329.8828125,103329.8828125,103329.8828125,0
2025-05-17 03:05:00+00:00,103343.375,103343.375,103343.375,103343.375,924557312
2025-05-17 03:06:00+00:00,103317.859375,103317.859375,103317.859375,103317.859375,0
2025-05-17 03:07:00+00:00,103301.3828125,103301.3828125,103301.3828125,103301.3828125,0
2025-05-17 03:08:00+00:00,103301.0,103301.0,103301.0,103301.0,18632704
2025-05-17 03:10:00+00:00,103236.4921875,103236.4921875,103236.4921875,103236.4921875,0
2025-05-17 03:11:00+00:00,103236.6171875,103236.6171875,103236.6171875,103236.6171875,6668288
2025-05-17 03:12:00+00:00,103214.4140625,103214.4140625,103214.4140625,103214.4140625,0
2025-05-17 03:13:00+00:00,103234.6328125,103234.6328125,103234.6328125,103234.6328125,23216128
2025-05-17 03:14:00+00:00,103237.484375,103237.484375,103237.484375,103237.484375,125210624
2025-05-17 03:15:00+00:00,103254.4609375,103254.4609375,103254.4609375,103254.4609375,0
2025-05-17 03:16:00+00:00,103246.5546875,103246.5546875,103246.5546875,103246.5546875,55701504
2025-05-17 03:17:00+00:00,103205.1328125,103205.1328125,103205.1328125,103205.1328125,0
2025-05-17 03:18:00+00:00,103220.953125,103220.953125,103220.953125,103220.953125,0
2025-05-17 03:19:00+00:00,103217.9453125,103217.9453125,103217.9453125,103217.9453125,9617408
2025-05-17 03:20:00+00:00,103216.3671875,103216.3671875,103216.3671875,103216.3671875,626208768
2025-05-17 03:21:00+00:00,103211.3203125,103211.3203125,103211.3203125,103211.3203125,233037824
2025-05-17 03:22:00+00:00,103208.75,103208.75,103208.75,103208.75,0
2025-05-17 03:23:00+00:00,103213.4921875,103213.4921875,103213.4921875,103213.4921875,15224832
2025-05-17 03:24:00+00:00,103220.046875,103220.046875,103220.046875,103220.046875,0
2025-05-17 03:25:00+00:00,103219.9375,103219.9375,103219.9375,103219.9375,50753536
2025-05-17 03:26:00+00:00,103233.3671875,103233.3671875,103233.3671875,103233.3671875,0
2025-05-17 03:27:00+00:00,103229.375,103229.375,103229.375,103229.375,5488640
2025-05-17 03:28:00+00:00,103235.9921875,103235.9921875,103235.9921875,103235.9921875,0
2025-05-17 03:30:00+00:00,103267.53125,103267.53125,103267.53125,103267.53125,65208320
2025-05-17 03:31:00+00:00,103281.9765625,103281.9765625,103281.9765625,103281.9765625,0
2025-05-17 03:32:00+00:00,103272.859375,103272.859375,103272.859375,103272.859375,56532992
2025-05-17 03:33:00+00:00,103271.609375,103271.609375,103271.609375,103271.609375,0
2025-05-17 03:34:00+00:00,103265.9375,103265.9375,103265.9375,103265.9375,0
2025-05-17 03:35:00+00:00,103285.765625,103285.765625,103285.765625,103285.765625,38387712
2025-05-17 03:36:00+00:00,103274.1953125,103274.1953125,103274.1953125,103274.1953125,0
2025-05-17 03:37:00+00:00,103268.609375,103268.609375,103268.609375,103268.609375,44240896
2025-05-17 03:38:00+00:00,103290.6875,103290.6875,103290.6875,103290.6875,0
2025-05-17 03:39:00+00:00,103328.3125,103328.3125,103328.3125,103328.3125,1515520
2025-05-17 03:40:00+00:00,103363.53125,103363.53125,103363.53125,103363.53125,29622272
2025-05-17 03:41:00+00:00,103356.1953125,103356.1953125,103356.1953125,103356.1953125,0
2025-05-17 03:42:00+00:00,103437.8828125,103437.8828125,103437.8828125,103437.8828125,22437888
2025-05-17 03:43:00+00:00,103481.75,103481.75,103481.75,103481.75,0
2025-05-17 03:44:00+00:00,103476.6796875,103476.6796875,103476.6796875,103476.6796875,0
2025-05-17 03:45:00+00:00,103479.9296875,103479.9296875,103479.9296875,103479.9296875,60792832
2025-05-17 03:46:00+00:00,103524.015625,103524.015625,103524.015625,103524.015625,70426624
2025-05-17 03:47:00+00:00,103528.5546875,103528.5546875,103528.5546875,103528.5546875,2338816
2025-05-17 03:48:00+00:00,103516.8671875,103516.8671875,103516.8671875,103516.8671875,0
2025-05-17 03:49:00+00:00,103497.0859375,103497.0859375,103497.0859375,103497.0859375,988327936
2025-05-17 03:50:00+00:00,103485.0546875,103485.0546875,103485.0546875,103485.0546875,0
2025-05-17 03:52:00+00:00,103468.296875,103468.296875,103468.296875,103468.296875,34082816
2025-05-17 03:53:00+00:00,103462.0859375,103462.0859375,103462.0859375,103462.0859375,11030528
2025-05-17 03:54:00+00:00,103509.2265625,103509.2265625,103509.2265625,103509.2265625,0
2025-05-17 03:55:00+00:00,103512.2890625,103512.2890625,103512.2890625,103512.2890625,823775232
2025-05-17 03:56:00+00:00,103536.921875,103536.921875,103536.921875,103536.921875,24690688
2025-05-17 03:57:00+00:00,103524.90625,103524.90625,103524.90625,103524.90625,1374892032
2025-05-17 03:58:00+00:00,103541.328125,103541.328125,103541.328125,103541.328125,0
2025-05-17 03:59:00+00:00,103541.1875,103541.1875,103541.1875,103541.1875,35131392
2025-05-17 04:00:00+00:00,103526.1640625,103526.1640625,103526.1640625,103526.1640625,0
2025-05-17 04:01:00+00:00,103502.140625,103502.140625,103502.140625,103502.140625,18046976
2025-05-17 04:02:00+00:00,103504.6171875,103504.6171875,103504.6171875,103504.6171875,0
2025-05-17 04:03:00+00:00,103504.953125,103504.953125,103504.953125,103504.953125,6295552
2025-05-17 04:04:00+00:00,103588.265625,103588.265625,103588.265625,103588.265625,838094848
2025-05-17 04:05:00+00:00,103553.9921875,103553.9921875,103553.9921875,103553.9921875,0
2025-05-17 04:06:00+00:00,103560.7109375,103560.7109375,103560.7109375,103560.7109375,841584640
2025-05-17 04:07:00+00:00,103538.0390625,103538.0390625,103538.0390625,103538.0390625,0
2025-05-17 04:08:00+00:00,103524.9765625,103524.9765625,103524.9765625,103524.9765625,2211840
2025-05-17 04:09:00+00:00,103516.5625,103516.5625,103516.5625,103516.5625,0
2025-05-17 04:10:00+00:00,103509.453125,103509.453125,103509.453125,103509.453125,2300219392
2025-05-17 04:11:00+00:00,103512.21875,103512.21875,103512.21875,103512.21875,0
2025-05-17 04:12:00+00:00,103502.71875,103502.71875,103502.71875,103502.71875,0
2025-05-17 04:13:00+00:00,103507.3203125,103507.3203125,103507.3203125,103507.3203125,892735488
2025-05-17 04:14:00+00:00,103495.3359375,103495.3359375,103495.3359375,103495.3359375,0
2025-05-17 04:15:00+00:00,103520.4921875,103520.4921875,103520.4921875,103520.4921875,856870912
2025-05-17 04:16:00+00:00,103532.7265625,103532.7265625,103532.7265625,103532.7265625,0
2025-05-17 04:17:00+00:00,103527.40625,103527.40625,103527.40625,103527.40625,44568576
2025-05-17 04:18:00+00:00,103563.78125,103563.78125,103563.78125,103563.78125,0
2025-05-17 04:19:00+00:00,103555.453125,103555.453125,103555.453125,103555.453125,0
2025-05-17 04:20:00+00:00,103574.9609375,103574.9609375,103574.9609375,103574.9609375,0
2025-05-17 04:21:00+00:00,103624.9609375,103624.9609375,103624.9609375,103624.9609375,0
2025-05-17 04:22:00+00:00,103632.1640625,103632.1640625,103632.1640625,103632.1640625,6197248
2025-05-17 04:23:00+00:00,103630.03125,103630.03125,103630.03125,103630.03125,0
2025-05-17 04:24:00+00:00,103620.4375,103620.4375,103620.4375,103620.4375,59691008
2025-05-17 04:25:00+00:00,103595.9765625,103595.9765625,103595.9765625,103595.9765625,46288896
2025-05-17 04:26:00+00:00,103598.359375,103598.359375,103598.359375,103598.359375,930713600
2025-05-17 04:27:00+00:00,103606.3359375,103606.3359375,103606.3359375,103606.3359375,0
2025-05-17 04:28:00+00:00,103609.953125,103609.953125,103609.953125,103609.953125,0
2025-05-17 04:29:00+00:00,103618.6171875,103618.6171875,103618.6171875,103618.6171875,0
2025-05-17 04:30:00+00:00,103635.640625,103635.640625,103635.640625,103635.640625,0
2025-05-17 04:31:00+00:00,103621.171875,103621.171875,103621.171875,103621.171875,77144064
2025-05-17 04:32:00+00:00,103624.859375,103624.859375,103624.859375,103624.859375,0
2025-05-17 04:33:00+00:00,103611.4140625,103611.4140625,103611.4140625,103611.4140625,860540928
2025-05-17 04:34:00+00:00,103604.234375,103604.234375,103604.234375,103604.234375,63844352
2025-05-17 04:35:00+00:00,103609.3828125,103609.3828125,103609.3828125,103609.3828125,0
2025-05-17 04:36:00+00:00,103627.015625,103627.015625,103627.015625,103627.015625,0
2025-05-17 04:37:00+00:00,103618.4921875,103618.4921875,103618.4921875,103618.4921875,841555968
2025-05-17 04:38:00+00:00,103634.109375,103634.109375,103634.109375,103634.109375,22482944
2025-05-17 04:39:00+00:00,103603.4296875,103603.4296875,103603.4296875,103603.4296875,0
2025-05-17 04:40:00+00:00,103638.15625,103638.15625,103638.15625,103638.15625,0
2025-05-17 04:41:00+00:00,103639.4140625,103639.4140625,103639.4140625,103639.4140625,30617600
2025-05-17 04:42:00+00:00,103649.609375,103649.609375,103649.609375,103649.609375,0
2025-05-17 04:43:00+00:00,103663.1484375,103663.1484375,103663.1484375,103663.1484375,0
2025-05-17 04:44:00+00:00,103646.2265625,103646.2265625,103646.2265625,103646.2265625,0
2025-05-17 04:45:00+00:00,103625.125,103625.125,103625.125,103625.125,0
2025-05-17 04:46:00+00:00,103554.8203125,103554.8203125,103554.8203125,103554.8203125,988139520
2025-05-17 04:47:00+00:00,103538.53125,103538.53125,103538.53125,103538.53125,0
2025-05-17 04:48:00+00:00,103526.8671875,103526.8671875,103526.8671875,103526.8671875,933965824
2025-05-17 04:49:00+00:00,103524.390625,103524.390625,103524.390625,103524.390625,0
2025-05-17 04:50:00+00:00,103507.6953125,103507.6953125,103507.6953125,103507.6953125,82919424
2025-05-17 04:51:00+00:00,103520.6875,103520.6875,103520.6875,103520.6875,0
2025-05-17 04:52:00+00:00,103526.8984375,103526.8984375,103526.8984375,103526.8984375,813432832
2025-05-17 04:53:00+00:00,103533.125,103533.125,103533.125,103533.125,175370240
2025-05-17 04:54:00+00:00,103557.453125,103557.453125,103557.453125,103557.453125,0
2025-05-17 04:55:00+00:00,103549.234375,103549.234375,103549.234375,103549.234375,0
2025-05-17 04:56:00+00:00,103559.109375,103559.109375,103559.109375,103559.109375,0
2025-05-17 04:57:00+00:00,103594.1328125,103594.1328125,103594.1328125,103594.1328125,870658048
2025-05-17 04:58:00+00:00,103612.7734375,103612.7734375,103612.7734375,103612.7734375,1339392
2025-05-17 04:59:00+00:00,103652.359375,103652.359375,103652.359375,103652.359375,6189056
2025-05-17 05:00:00+00:00,103666.3359375,103666.3359375,103666.3359375,103666.3359375,0
2025-05-17 05:01:00+00:00,103671.3671875,103671.3671875,103671.3671875,103671.3671875,82477056
2025-05-17 05:02:00+00:00,103670.953125,103670.953125,103670.953125,103670.953125,0
2025-05-17 05:03:00+00:00,103695.9453125,103695.9453125,103695.9453125,103695.9453125,0
2025-05-17 05:04:00+00:00,103689.6171875,103689.6171875,103689.6171875,103689.6171875,83570688
2025-05-17 05:05:00+00:00,103690.0625,103690.0625,103690.0625,103690.0625,0
2025-05-17 05:06:00+00:00,103673.734375,103673.734375,103673.734375,103673.734375,48091136
2025-05-17 05:07:00+00:00,103675.0703125,103675.0703125,103675.0703125,103675.0703125,52625408
